"","rank","abundance","proportion","plower","pupper","accumfreq","logabun","rankfreq","Consensus.Lineage","id","taxon","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Otu1069",2326,1,0,0,0,96.1,0,71.5,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Inocybaceae; g__Inocybe; s__Inocybe_rufoalba","Otu1069","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Inocybaceae; g__Inocybe; s__Inocybe_rufoalba","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inocybe","s__Inocybe_rufoalba"
"Otu3235",2327,1,0,0,0,96.1,0,71.5,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Chaetothyriaceae; g__Ceramothyrium; s__Ceramothyrium_podocarpi","Otu3235","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Chaetothyriaceae; g__Ceramothyrium; s__Ceramothyrium_podocarpi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae","g__Ceramothyrium","s__Ceramothyrium_podocarpi"
"Otu1917",2328,1,0,0,0,96.2,0,71.5,"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Tubeufiales; f__Tubeufiaceae; g__Helicoma; s__Helicoma_fumosum","Otu1917","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Tubeufiales; f__Tubeufiaceae; g__Helicoma; s__Helicoma_fumosum","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Tubeufiaceae","g__Helicoma","s__Helicoma_fumosum"
"Otu2767",2329,1,0,0,0,96.2,0,71.6,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma; s__Entoloma_pleopodium","Otu2767","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma; s__Entoloma_pleopodium","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma","s__Entoloma_pleopodium"
"Otu4866",2330,1,0,0,0,96.2,0,71.6,"k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Kriegeriales; f__Kriegeriaceae; g__Kriegeria; s__Kriegeria_eriophori","Otu4866","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Kriegeriales; f__Kriegeriaceae; g__Kriegeria; s__Kriegeria_eriophori","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Kriegeriales","f__Kriegeriaceae","g__Kriegeria","s__Kriegeria_eriophori"
"Otu1117",2331,1,0,0,0,96.2,0,71.6,"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified","Otu1117","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__unidentified","g__unidentified","s__unidentified"
"Otu4128",2332,1,0,0,0,96.2,0,71.7,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; s__Cortinarius_fulvoarcuatorum","Otu4128","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; s__Cortinarius_fulvoarcuatorum","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Cortinarius","s__Cortinarius_fulvoarcuatorum"
"Otu5027",2333,1,0,0,0,96.2,0,71.7,"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Teichosporaceae; g__Teichospora; s__Teichospora_acaciae","Otu5027","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Teichosporaceae; g__Teichospora; s__Teichospora_acaciae","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Teichosporaceae","g__Teichospora","s__Teichospora_acaciae"
"Otu3643",2334,1,0,0,0,96.2,0,71.7,"k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_elongata","Otu3643","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_elongata","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_elongata"
"Otu4812",2335,1,0,0,0,96.2,0,71.8,"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified","Otu4812","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__unidentified","g__unidentified","s__unidentified"
"Otu1463",2336,1,0,0,0,96.2,0,71.8,"k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Sporidiobolaceae; g__Sporobolomyces; s__Sporobolomyces_oryzicola","Otu1463","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Sporidiobolaceae; g__Sporobolomyces; s__Sporobolomyces_oryzicola","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Sporobolomyces","s__Sporobolomyces_oryzicola"
"Otu2023",2337,1,0,0,0,96.2,0,71.8,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Ramariopsis; s__Ramariopsis_flavescens","Otu2023","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Ramariopsis; s__Ramariopsis_flavescens","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Clavariaceae","g__Ramariopsis","s__Ramariopsis_flavescens"
"Otu4523",2338,1,0,0,0,96.2,0,71.9,"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Helicodendron; s__Helicodendron_luteoalbum","Otu4523","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Helicodendron; s__Helicodendron_luteoalbum","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Helicodendron","s__Helicodendron_luteoalbum"
"Otu2047",2339,1,0,0,0,96.2,0,71.9,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Pterulaceae; g__Aphanobasidium; s__Aphanobasidium_pseudotsugae","Otu2047","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Pterulaceae; g__Aphanobasidium; s__Aphanobasidium_pseudotsugae","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Pterulaceae","g__Aphanobasidium","s__Aphanobasidium_pseudotsugae"
"Otu4365",2340,1,0,0,0,96.2,0,71.9,"k__Fungi; p__Basidiomycota; c__Cystobasidiomycetes; o__Erythrobasidiales; f__Erythrobasidiaceae; g__Bannoa; s__Bannoa_ogasawarensis","Otu4365","k__Fungi; p__Basidiomycota; c__Cystobasidiomycetes; o__Erythrobasidiales; f__Erythrobasidiaceae; g__Bannoa; s__Bannoa_ogasawarensis","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Bannoa","s__Bannoa_ogasawarensis"
"Otu3166",2341,1,0,0,0,96.2,0,71.9,"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__unidentified; g__unidentified; s__unidentified","Otu3166","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__unidentified","g__unidentified","s__unidentified"
"Otu3718",2342,1,0,0,0,96.2,0,72,"k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Otidea; s__Otidea_leporina","Otu3718","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Otidea; s__Otidea_leporina","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Otidea","s__Otidea_leporina"
"Otu3741",2343,1,0,0,0,96.2,0,72,"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Tubeufiales; f__Tubeufiaceae; g__unidentified; s__unidentified","Otu3741","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Tubeufiales; f__Tubeufiaceae; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Tubeufiaceae","g__unidentified","s__unidentified"
"Otu3569",2344,1,0,0,0,96.2,0,72,"k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Lecanoromycetes_ord_Incertae_sedis; f__Lecanoromycetes_fam_Incertae_sedis; g__Sarea; s__Sarea_resinae","Otu3569","k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Lecanoromycetes_ord_Incertae_sedis; f__Lecanoromycetes_fam_Incertae_sedis; g__Sarea; s__Sarea_resinae","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanoromycetes_ord_Incertae_sedis","f__Lecanoromycetes_fam_Incertae_sedis","g__Sarea","s__Sarea_resinae"
"Otu4046",2345,1,0,0,0,96.2,0,72.1,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified","Otu4046","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__unidentified","s__unidentified"
"Otu2936",2346,1,0,0,0,96.2,0,72.1,"k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","Otu2936","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__unidentified"
"Otu1813",2347,1,0,0,0,96.2,0,72.1,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Cyphellophoraceae; g__Cyphellophora; s__Cyphellophora_sessilis","Otu1813","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Cyphellophoraceae; g__Cyphellophora; s__Cyphellophora_sessilis","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Cyphellophoraceae","g__Cyphellophora","s__Cyphellophora_sessilis"
"Otu4356",2348,1,0,0,0,96.2,0,72.2,"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Myrmecridiales; f__unidentified; g__unidentified; s__unidentified","Otu4356","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Myrmecridiales; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Myrmecridiales","f__unidentified","g__unidentified","s__unidentified"
"Otu4918",2349,1,0,0,0,96.2,0,72.2,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Ramariopsis; s__unidentified","Otu4918","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Ramariopsis; s__unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Clavariaceae","g__Ramariopsis","s__unidentified"
"Otu1673",2350,1,0,0,0,96.2,0,72.2,"k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","Otu1673","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__unidentified","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__unidentified"
"Otu4196",2351,1,0,0,0,96.2,0,72.2,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified","Otu4196","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__unidentified","s__unidentified"
"Otu2019",2352,1,0,0,0,96.3,0,72.3,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; s__unidentified","Otu2019","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; s__unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Cortinarius","s__unidentified"
"Otu4499",2353,1,0,0,0,96.3,0,72.3,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified","Otu4499","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__unidentified","g__unidentified","s__unidentified"
"Otu2010",2354,1,0,0,0,96.3,0,72.3,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae; g__Russula; s__unidentified","Otu2010","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae; g__Russula; s__unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula","s__unidentified"
"Otu2187",2355,1,0,0,0,96.3,0,72.4,"k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Umbilicariales; f__Umbilicariaceae; g__Umbilicaria; s__Umbilicaria_umbilicarioides","Otu2187","k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Umbilicariales; f__Umbilicariaceae; g__Umbilicaria; s__Umbilicaria_umbilicarioides","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Umbilicariales","f__Umbilicariaceae","g__Umbilicaria","s__Umbilicaria_umbilicarioides"
"Otu2657",2356,1,0,0,0,96.3,0,72.4,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Clavaria; s__unidentified","Otu2657","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Clavaria; s__unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Clavariaceae","g__Clavaria","s__unidentified"
"Otu3322",2357,1,0,0,0,96.3,0,72.4,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Meruliaceae; g__Ceriporia; s__Ceriporia_purpurea","Otu3322","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Meruliaceae; g__Ceriporia; s__Ceriporia_purpurea","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Ceriporia","s__Ceriporia_purpurea"
"Otu1443",2358,1,0,0,0,96.3,0,72.5,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; s__Aspergillus_waksmanii","Otu1443","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; s__Aspergillus_waksmanii","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__Aspergillus_waksmanii"
"Otu3027",2359,1,0,0,0,96.3,0,72.5,"k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetales_fam_Incertae_sedis; g__Candida; s__Candida_railenensis","Otu3027","k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetales_fam_Incertae_sedis; g__Candida; s__Candida_railenensis","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__Candida_railenensis"
"Otu2511",2360,1,0,0,0,96.3,0,72.5,"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Mycocentrospora; s__Mycocentrospora_acerina","Otu2511","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Mycocentrospora; s__Mycocentrospora_acerina","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__Mycocentrospora","s__Mycocentrospora_acerina"
"Otu3346",2361,1,0,0,0,96.3,0,72.6,"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Microascaceae; g__Microascus; s__Microascus_chartarum","Otu3346","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Microascaceae; g__Microascus; s__Microascus_chartarum","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Microascus","s__Microascus_chartarum"
"Otu3813",2362,1,0,0,0,96.3,0,72.6,"k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","Otu3813","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__unidentified"
"Otu2815",2363,1,0,0,0,96.3,0,72.6,"k__Fungi; p__Ascomycota; c__Arthoniomycetes; o__Lichenostigmatales; f__Phaeococcomycetaceae; g__Phaeococcomyces; s__unidentified","Otu2815","k__Fungi; p__Ascomycota; c__Arthoniomycetes; o__Lichenostigmatales; f__Phaeococcomycetaceae; g__Phaeococcomyces; s__unidentified","k__Fungi","p__Ascomycota","c__Arthoniomycetes","o__Lichenostigmatales","f__Phaeococcomycetaceae","g__Phaeococcomyces","s__unidentified"
"Otu2770",2364,1,0,0,0,96.3,0,72.6,"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Hymenoscyphus; s__Hymenoscyphus_kiko","Otu2770","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Hymenoscyphus; s__Hymenoscyphus_kiko","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Hymenoscyphus","s__Hymenoscyphus_kiko"
"Otu2278",2365,1,0,0,0,96.3,0,72.7,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Pleurotaceae; g__Pleurotus; s__Pleurotus_opuntiae","Otu2278","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Pleurotaceae; g__Pleurotus; s__Pleurotus_opuntiae","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Pleurotaceae","g__Pleurotus","s__Pleurotus_opuntiae"
"Otu5031",2366,1,0,0,0,96.3,0,72.7,"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unidentified","Otu5031","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__unidentified","g__unidentified","s__unidentified"
"Otu3477",2367,1,0,0,0,96.3,0,72.7,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma; s__Entoloma_violaceoserrulatum","Otu3477","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma; s__Entoloma_violaceoserrulatum","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma","s__Entoloma_violaceoserrulatum"
"Otu4827",2368,1,0,0,0,96.3,0,72.8,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Verrucariales; f__Verrucariaceae; g__unidentified; s__unidentified","Otu4827","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Verrucariales; f__Verrucariaceae; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__unidentified","s__unidentified"
"Otu3534",2369,1,0,0,0,96.3,0,72.8,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Catathelasmataceae; g__Callistosporium; s__Callistosporium_luteo-olivaceum","Otu3534","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Catathelasmataceae; g__Callistosporium; s__Callistosporium_luteo-olivaceum","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Catathelasmataceae","g__Callistosporium","s__Callistosporium_luteo-olivaceum"
"Otu2096",2370,1,0,0,0,96.3,0,72.8,"k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","Otu2096","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__unidentified"
"Otu5124",2371,1,0,0,0,96.3,0,72.9,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Tricholoma; s__Tricholoma_squarrulosum","Otu5124","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Tricholoma; s__Tricholoma_squarrulosum","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Tricholoma","s__Tricholoma_squarrulosum"
"Otu3517",2372,1,0,0,0,96.3,0,72.9,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Agaricus; s__unidentified","Otu3517","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Agaricus; s__unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Agaricus","s__unidentified"
"Otu5161",2373,1,0,0,0,96.3,0,72.9,"k__Fungi; p__Basidiomycota; c__GS27; o__GS27; f__unidentified; g__unidentified; s__unidentified","Otu5161","k__Fungi; p__Basidiomycota; c__GS27; o__GS27; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Basidiomycota","c__GS27","o__GS27","f__unidentified","g__unidentified","s__unidentified"
"Otu3639",2374,1,0,0,0,96.3,0,73,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Bankeraceae; g__Hydnellum; s__Hydnellum_gracilipes","Otu3639","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Bankeraceae; g__Hydnellum; s__Hydnellum_gracilipes","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Bankeraceae","g__Hydnellum","s__Hydnellum_gracilipes"
"Otu2728",2375,1,0,0,0,96.3,0,73,"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unidentified","Otu2728","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__unidentified","g__unidentified","s__unidentified"
"Otu2190",2376,1,0,0,0,96.4,0,73,"k__Fungi; p__Mucoromycota; c__Endogonomycetes; o__Endogonales; f__Endogonaceae; g__Endogone; s__Endogone_lactiflua","Otu2190","k__Fungi; p__Mucoromycota; c__Endogonomycetes; o__Endogonales; f__Endogonaceae; g__Endogone; s__Endogone_lactiflua","k__Fungi","p__Mucoromycota","c__Endogonomycetes","o__Endogonales","f__Endogonaceae","g__Endogone","s__Endogone_lactiflua"
"Otu4570",2377,1,0,0,0,96.4,0,73,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Sclerodermataceae; g__Scleroderma; s__Scleroderma_sp","Otu4570","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Sclerodermataceae; g__Scleroderma; s__Scleroderma_sp","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Sclerodermataceae","g__Scleroderma","s__Scleroderma_sp"
"Otu5267",2378,1,0,0,0,96.4,0,73.1,"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__unidentified; g__unidentified; s__unidentified","Otu5267","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__unidentified","g__unidentified","s__unidentified"
"Otu756",2379,1,0,0,0,96.4,0,73.1,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentella; s__unidentified","Otu756","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentella; s__unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella","s__unidentified"
"Otu2153",2380,1,0,0,0,96.4,0,73.1,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; s__Cortinarius_scandens","Otu2153","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; s__Cortinarius_scandens","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Cortinarius","s__Cortinarius_scandens"
"Otu4135",2381,1,0,0,0,96.4,0,73.2,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Podoscyphaceae; g__Podoscypha; s__Podoscypha_petalodes","Otu4135","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Podoscyphaceae; g__Podoscypha; s__Podoscypha_petalodes","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Podoscyphaceae","g__Podoscypha","s__Podoscypha_petalodes"
"Otu2368",2382,1,0,0,0,96.4,0,73.2,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hymenochaetales; f__Rickenellaceae; g__Rickenella; s__unidentified","Otu2368","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hymenochaetales; f__Rickenellaceae; g__Rickenella; s__unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Rickenellaceae","g__Rickenella","s__unidentified"
"Otu3018",2383,1,0,0,0,96.4,0,73.2,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__unidentified","Otu3018","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__unidentified","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora","s__unidentified"
"Otu902",2384,1,0,0,0,96.4,0,73.3,"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Volutella; s__unidentified","Otu902","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Volutella; s__unidentified","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Volutella","s__unidentified"
